Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,64.0,0.0,64.0,64.0,64.0,64.0,64.0
params_cnn1d_filters_0,379.42857142857144,38.879545362813175,320.0,352.0,384.0,416.0,416.0
params_cnn1d_filters_1,141.71428571428572,31.228802334353063,96.0,128.0,128.0,160.0,192.0
params_cnn1d_filters_2,233.14285714285714,24.189726272590544,192.0,224.0,224.0,256.0,256.0
params_cnn1d_filters_3,,,,,,,
params_cnn1d_kernel_size_0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
params_cnn1d_kernel_size_1,4.0,0.0,4.0,4.0,4.0,4.0,4.0
params_cnn1d_kernel_size_2,5.0,0.0,5.0,5.0,5.0,5.0,5.0
params_cnn1d_kernel_size_3,,,,,,,
params_cnn1d_pool_size_0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
params_cnn1d_pool_size_1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
params_cnn1d_pool_size_2,1.0,0.0,1.0,1.0,1.0,1.0,1.0
params_cnn1d_pool_size_3,,,,,,,
params_dense_1_dropout,,,,,,,
params_dense_1_units,,,,,,,
params_dense_2_dropout,,,,,,,
params_dense_2_units,,,,,,,
params_dense_3_dropout,,,,,,,
params_dense_3_units,,,,,,,
params_learning_rate,9.760816694395225e-05,2.0160827437351085e-05,6.957316500700213e-05,8.386482579561438e-05,0.00010309272793509458,0.00010690549040399646,0.0001290506432663475
params_num_dense_layers,0.0,0.0,0.0,0.0,0.0,0.0,0.0
params_num_layers,3.0,0.0,3.0,3.0,3.0,3.0,3.0
