Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,128.0,90.50966799187809,64.0,64.0,64.0,192.0,256.0
params_cnn1d_filters_0,292.57142857142856,108.40488479593088,128.0,224.0,288.0,384.0,416.0
params_cnn1d_filters_1,266.6666666666667,195.87206709142237,32.0,128.0,240.0,448.0,480.0
params_cnn1d_filters_2,224.0,133.8656042454521,96.0,160.0,192.0,224.0,448.0
params_cnn1d_filters_3,320.0,181.01933598375618,192.0,256.0,320.0,384.0,448.0
params_cnn1d_kernel_size_0,3.5714285714285716,1.3972762620115438,2.0,2.5,3.0,5.0,5.0
params_cnn1d_kernel_size_1,3.3333333333333335,1.505545305418162,1.0,2.5,4.0,4.0,5.0
params_cnn1d_kernel_size_2,2.6,1.5165750888103102,1.0,1.0,3.0,4.0,4.0
params_cnn1d_kernel_size_3,3.5,2.1213203435596424,2.0,2.75,3.5,4.25,5.0
params_cnn1d_pool_size_0,1.2857142857142858,0.7559289460184545,1.0,1.0,1.0,1.0,3.0
params_cnn1d_pool_size_1,1.1666666666666667,0.408248290463863,1.0,1.0,1.0,1.0,2.0
params_cnn1d_pool_size_2,1.0,0.0,1.0,1.0,1.0,1.0,1.0
params_cnn1d_pool_size_3,1.0,0.0,1.0,1.0,1.0,1.0,1.0
params_dense_1_dropout,0.2,0.24494897427831783,0.0,0.0,0.15000000000000002,0.35000000000000003,0.5
params_dense_1_units,304.0,191.10904391646844,64.0,208.0,320.0,416.0,512.0
params_dense_2_dropout,0.25,0.20816659994661327,0.0,0.15000000000000002,0.25,0.35000000000000003,0.5
params_dense_2_units,320.0,138.25580156603436,128.0,272.0,352.0,400.0,448.0
params_dense_3_dropout,0.5,,0.5,0.5,0.5,0.5,0.5
params_dense_3_units,384.0,,384.0,384.0,384.0,384.0,384.0
params_learning_rate,0.002304060684430796,0.002362291711863154,1.2519775121552838e-05,5.1692563978699935e-05,0.002482845292712005,0.0038004149612104647,0.0059288446728036825
params_num_dense_layers,1.2857142857142858,1.2535663410560174,0.0,0.0,2.0,2.0,3.0
params_num_layers,2.857142857142857,1.0690449676496976,1.0,2.5,3.0,3.5,4.0
