Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,201.84615384615384,73.1867999867988,64.0,128.0,256.0,256.0,256.0
params_cnn1d_filters_0,307.6923076923077,140.42280478100452,64.0,192.0,320.0,416.0,512.0
params_cnn1d_filters_1,144.0,114.56796315645217,32.0,64.0,96.0,192.0,416.0
params_cnn1d_filters_2,358.4,85.06624869280805,224.0,320.0,352.0,376.0,512.0
params_cnn1d_filters_3,124.0,137.30466644863688,32.0,32.0,48.0,192.0,416.0
params_cnn1d_kernel_size_0,3.0,1.4142135623730951,1.0,2.0,2.0,4.0,5.0
params_cnn1d_kernel_size_1,3.4166666666666665,1.0836246694508318,1.0,3.0,4.0,4.0,5.0
params_cnn1d_kernel_size_2,4.2,1.1352924243950935,2.0,3.25,5.0,5.0,5.0
params_cnn1d_kernel_size_3,4.5,0.7559289460184544,3.0,4.0,5.0,5.0,5.0
params_cnn1d_pool_size_0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
params_cnn1d_pool_size_1,1.0833333333333333,0.28867513459481287,1.0,1.0,1.0,1.0,2.0
params_cnn1d_pool_size_2,1.0,0.0,1.0,1.0,1.0,1.0,1.0
params_cnn1d_pool_size_3,1.0,0.0,1.0,1.0,1.0,1.0,1.0
params_dense_1_dropout,0.22307692307692306,0.19215378456610457,0.0,0.0,0.2,0.4,0.5
params_dense_1_units,413.53846153846155,134.79404993335535,128.0,384.0,448.0,512.0,512.0
params_dense_2_dropout,0.3090909090909091,0.1868397465987655,0.0,0.2,0.4,0.45,0.5
params_dense_2_units,244.36363636363637,142.58700693069667,64.0,160.0,256.0,288.0,512.0
params_dense_3_dropout,0.16666666666666666,0.2081665999466133,0.0,0.05,0.1,0.25,0.4
params_dense_3_units,320.0,230.7552816296953,64.0,224.0,384.0,448.0,512.0
params_learning_rate,0.0011207028969964067,0.002564576882249637,2.1840935355277275e-05,4.441090578751319e-05,9.246907499749386e-05,0.0003873701992886574,0.008891233668055866
params_num_dense_layers,2.076923076923077,0.6405126152203486,1.0,2.0,2.0,2.0,3.0
params_num_layers,3.3076923076923075,1.0315534712764842,1.0,3.0,4.0,4.0,4.0
