Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,109.71428571428571,31.228802334353066,64.0,96.0,128.0,128.0,128.0
params_cnn1d_filters_0,297.14285714285717,139.1347411341833,128.0,192.0,288.0,384.0,512.0
params_cnn1d_filters_1,228.57142857142858,156.1440116717653,32.0,80.0,320.0,352.0,384.0
params_cnn1d_filters_2,262.4,145.59120852578977,96.0,192.0,192.0,416.0,416.0
params_cnn1d_filters_3,266.6666666666667,187.5028888666341,128.0,160.0,192.0,336.0,480.0
params_cnn1d_kernel_size_0,3.0,1.4142135623730951,1.0,2.0,3.0,4.0,5.0
params_cnn1d_kernel_size_1,2.857142857142857,1.2149857925879117,2.0,2.0,2.0,3.5,5.0
params_cnn1d_kernel_size_2,3.2,1.3038404810405297,2.0,2.0,3.0,4.0,5.0
params_cnn1d_kernel_size_3,3.3333333333333335,1.5275252316519465,2.0,2.5,3.0,4.0,5.0
params_cnn1d_pool_size_0,1.2857142857142858,0.4879500364742666,1.0,1.0,1.0,1.5,2.0
params_cnn1d_pool_size_1,1.7142857142857142,0.9511897312113419,1.0,1.0,1.0,2.5,3.0
params_cnn1d_pool_size_2,1.2,0.4472135954999579,1.0,1.0,1.0,1.0,2.0
params_cnn1d_pool_size_3,1.0,0.0,1.0,1.0,1.0,1.0,1.0
params_dense_1_dropout,0.3,0.08164965809277261,0.2,0.275,0.30000000000000004,0.32500000000000007,0.4
params_dense_1_units,272.0,168.31716093930135,128.0,128.0,256.0,400.0,448.0
params_dense_2_dropout,0.3666666666666667,0.15275252316519466,0.2,0.30000000000000004,0.4,0.45,0.5
params_dense_2_units,298.6666666666667,97.76161482572458,192.0,256.0,320.0,352.0,384.0
params_dense_3_dropout,0.30000000000000004,,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004
params_dense_3_units,128.0,,128.0,128.0,128.0,128.0,128.0
params_learning_rate,0.002406863757597222,0.0035360818657764518,0.00011474662252093343,0.0003332746461457086,0.00037800534497127366,0.0038787294396463645,0.0079312861641042
params_num_dense_layers,1.1428571428571428,1.2149857925879117,0.0,0.0,1.0,2.0,3.0
params_num_layers,3.142857142857143,0.8997354108424372,2.0,2.5,3.0,4.0,4.0
