Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,152.88888888888889,57.80844119171415,64.0,128.0,128.0,128.0,256.0
params_cnn1d_filters_0,260.44444444444446,90.8815381045786,64.0,224.0,256.0,288.0,512.0
params_cnn1d_filters_1,386.8235294117647,131.67279707743768,32.0,384.0,416.0,480.0,512.0
params_cnn1d_filters_2,261.3333333333333,130.24694494177845,96.0,192.0,224.0,376.0,416.0
params_cnn1d_filters_3,296.0,163.95121225535357,128.0,176.0,288.0,408.0,480.0
params_cnn1d_kernel_size_0,2.7222222222222223,1.0031695800557383,1.0,2.0,2.0,4.0,5.0
params_cnn1d_kernel_size_1,3.911764705882353,1.484621103765833,1.0,2.25,5.0,5.0,5.0
params_cnn1d_kernel_size_2,3.0,1.2649110640673518,2.0,2.0,2.5,3.75,5.0
params_cnn1d_kernel_size_3,3.75,1.5,2.0,2.75,4.0,5.0,5.0
params_cnn1d_pool_size_0,1.4722222222222223,0.5599036198240404,1.0,1.0,1.0,2.0,3.0
params_cnn1d_pool_size_1,2.6470588235294117,0.7337059497355612,1.0,3.0,3.0,3.0,3.0
params_cnn1d_pool_size_2,1.1666666666666667,0.408248290463863,1.0,1.0,1.0,1.0,2.0
params_cnn1d_pool_size_3,1.0,0.0,1.0,1.0,1.0,1.0,1.0
params_dense_1_dropout,0.30000000000000004,0.08164965809277261,0.2,0.275,0.30000000000000004,0.32500000000000007,0.4
params_dense_1_units,272.0,168.31716093930135,128.0,128.0,256.0,400.0,448.0
params_dense_2_dropout,0.3666666666666667,0.15275252316519466,0.2,0.30000000000000004,0.4,0.45,0.5
params_dense_2_units,298.6666666666667,97.76161482572458,192.0,256.0,320.0,352.0,384.0
params_dense_3_dropout,0.30000000000000004,,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004
params_dense_3_units,128.0,,128.0,128.0,128.0,128.0,128.0
params_learning_rate,0.0017119864944282522,0.0015825778489088444,0.00011474662252093343,0.0011167772161954754,0.0014156222385605407,0.0018003426298819436,0.0079312861641042
params_num_dense_layers,0.2222222222222222,0.680802514310915,0.0,0.0,0.0,0.0,3.0
params_num_layers,2.2222222222222223,0.7215503590428881,1.0,2.0,2.0,2.0,4.0
